"Country","Region","Year","GDP","Score"
Latvia,Central and Eastern Europe,2018,35.13894229175696,8.337854344261121
Uganda,null region,2015,0.455188386177978,1.4652230484381294
Norway,Western Europe,2019,33.464603407995355,2.567355913402401
Somaliland Region,Sub-Saharan Africa,2016,13.045702778984614,3.6366552581190392
Netherlands,Western Europe,2015,16.86957859593551,1.7527033695921204
Nigeria,null region,2016,9.957289016530762,5.613195481967533
Brazil,Latin America and Caribbean,2015,0.33186118780757223,12.388286999878662
Jordan,null region,2017,35.67220477430944,6.504898471869722
Sierra Leone,Sub-Saharan Africa,2018,5.081708839662426,6.657220981967116
Morocco,Middle East and Northern Africa,2018,2.7212358204893325,1.4202075131040628
Mexico,Latin America and Caribbean,2016,50.70758716021965,5.2074452691827
Indonesia,Southeastern Asia,2016,29.799196835496183,7.051733606825498
Bolivia,Latin America and Caribbean,2015,23.01935169484792,4.316317059965054
Denmark,Western Europe,2021,54.041456669390485,12.76806849017653
Uruguay,null region,2020,25.271644521983394,15.388605961856303
Burundi,Sub-Saharan Africa,2021,0.0,3.839778898797667
Macedonia,Central and Eastern Europe,2015,7.371236234328961,6.239267040526418
El Salvador,null region,2019,11.85079755101974,8.094460386155502
Egypt,null region,2019,25.505791269859817,7.273916912782878
Uruguay,null region,2017,3.873102479098863,5.948022355230494
Romania,Central and Eastern Europe,2015,11.387152037504764,10.563060077419621
Jordan,null region,2015,32.35737378476383,11.933929359633826
Kenya,null region,2016,16.865223033234386,6.256850047483312
Hong Kong,null region,2016,5.940760586463825,10.531444654476646
Ivory Coast,Sub-Saharan Africa,2016,1.8802050997319437,2.4370444042649404
Turkey,Middle East and Northern Africa,2020,14.265728596420951,6.5283155018899865
North Cyprus,null region,2020,31.81198472981697,4.347429272250085
Ghana,Sub-Saharan Africa,2015,3.6024341544687184,4.0592348003994765
Gambia,-,2019,12.26497414063232,2.6387492945318187
Estonia,null region,2016,55.05539235911299,8.285247257025254
Uganda,null region,2019,12.101613258928394,5.0187302356934245
Luxembourg,Western Europe,2016,62.75750271753819,2.1889117653261443
Dominican Republic,null region,2019,31.83138967945971,5.374464032930189
Lebanon,null region,2020,57.84047587046897,6.685140471154661
Bangladesh,null region,2019,4.446718366531741,0.3306104712650959
Turkmenistan,Central and Eastern Europe,2017,30.98805657545125,6.6684693596226445
Estonia,null region,2015,41.281939366214445,6.869859488034874
Iraq,Middle East and Northern Africa,2017,32.15867378114848,5.711550848218465
Nepal,Southern Asia,2021,14.238485956609203,5.099870010075323
Colombia,Latin America and Caribbean,2018,22.57466292195071,3.9198281855092296
Malta,null region,2017,37.13904022945742,8.31808620545141
Poland,Central and Eastern Europe,2015,27.351843353281197,1.1365528341859
Georgia,Central and Eastern Europe,2015,20.90845853759341,8.47165266058313
Luxembourg,Western Europe,2018,38.38582034592964,4.217056626587994
Paraguay,Latin America and Caribbean,2015,1.6486487802051009,11.74611161406292
Brazil,Latin America and Caribbean,2020,14.525309093666992,3.812258836852722
Luxembourg,Western Europe,2021,33.56067593669181,5.250419420168047
Laos,Southeastern Asia,2018,35.15678031168197,4.643395321143533
India,null region,2021,2.678793523230905,1.5888934797885843
China,Eastern Asia,2021,17.30038025871827,7.612963424992874
Mongolia,Eastern Asia,2021,27.53980592463038,5.367888006734722
Israel,null region,2018,30.728445360793998,6.768090256157328
Jordan,null region,2021,2.9627114092612885,5.670399075545729
Singapore,Southeastern Asia,2015,9.812879932040254,8.322727779872826
Costa Rica,Latin America and Caribbean,2021,18.154506164507573,11.141329805160328
Madagascar,Sub-Saharan Africa,2019,2.756781256865991,0.11283014772458956
Venezuela,Latin America and Caribbean,2021,34.36689991411373,4.838418478695279
Russia,null region,2021,8.549132753202535,3.8616070777524043
Hungary,Central and Eastern Europe,2017,1.547041462930479,6.433770235681669
South Africa,Sub-Saharan Africa,2019,12.769113609086947,0.25175660236884084
Afghanistan,null region,2020,9.867212983268825,3.5841852228920734
Austria,null region,2021,46.47540616664215,6.542970989590278
Lithuania,null region,2021,28.903246234535846,4.924404050275723
Bangladesh,null region,2016,12.29292195134311,2.936589105549387
Venezuela,Latin America and Caribbean,2019,28.014968696682487,2.704099995887291
Australia,Australia and New Zealand,2015,36.49817632643132,9.315702293563485
Burundi,Sub-Saharan Africa,2016,0.5078664204604573,4.531188070939135
Canada,null region,2020,15.569260396966905,3.4535436760714053
India,null region,2020,62.13078878500715,3.4153019254210277
Cameroon,null region,2020,14.850870518760127,5.211593921298446
Zambia,Sub-Saharan Africa,2020,7.764611436384156,4.727546499674978
Trinidad & Tobago,null region,2019,33.55722260003626,3.7393163203670805
Iceland,Western Europe,2019,9.617285768276686,8.05542489900827
Japan,Eastern Asia,2019,54.28197197062785,11.369835314804506
Moldova,Central and Eastern Europe,2021,17.62926046877078,6.326921090588669
Netherlands,Western Europe,2020,20.305598416877434,4.825452740995108
Paraguay,Latin America and Caribbean,2016,26.487128267025167,4.70228941740444
Azerbaijan,Central and Eastern Europe,2019,23.50572839391502,3.9790283145212513
Qatar,null region,2019,36.72118937580986,6.25337490006484
Lithuania,null region,2016,34.59091112715695,5.320510574073186
Palestinian Territories,null region,2017,33.646320234249124,3.841057882476036
Hong Kong S.A.R. of China,East Asia,2020,4.694536113108433,4.395361944045003
Chad,Sub-Saharan Africa,2020,12.015385860635938,3.7931096196973355
Ecuador,Latin America and Caribbean,2020,4.534522934182463,2.719807327770631
Mali,Sub-Saharan Africa,2019,11.396896470028796,3.5578722277604213
Tanzania,Sub-Saharan Africa,2017,9.606211964056639,3.2547084001457565
Japan,Eastern Asia,2021,10.566249342195741,5.37819141186676
India,null region,2015,14.074461899171196,0.47226145735299707
Iceland,Western Europe,2020,19.741796984302432,11.585082036418884
Poland,Central and Eastern Europe,2015,23.595586915290742,9.532024834714788
Guatemala,Latin America and Caribbean,2017,1.7804440047814398,3.940682495661022
Sierra Leone,Sub-Saharan Africa,2016,8.87998719075404,5.734918106741597
Burkina Faso,Sub-Saharan Africa,2015,10.616377444287258,1.3553862360729885
Comoros,null region,2015,0.2756951792176764,4.859881803963528
Sweden,Western Europe,2018,19.314210117777456,8.431746490820341
Iran,Middle East and Northern Africa,2018,52.28227113957189,6.019243937905599
Malta,null region,2020,11.028644963040385,9.603365007001287
India,null region,2018,8.135899798915034,1.0487528323424224
Rwanda,Sub-Saharan Africa,2019,11.038269256665979,2.585322618020354
Netherlands,Western Europe,2018,43.22026302697387,12.331221394634465
Japan,Eastern Asia,2016,50.917039048747576,6.234656677715907
China,Eastern Asia,2016,37.94616423415547,4.741456469580149
Chile,null region,2020,23.99634150904348,2.128602796274621
Bulgaria,null region,2015,34.95482056171302,3.0368246570488746
Saudi Arabia,null region,2015,2.0775766088487555,9.636403938280946
Tajikistan,null region,2015,4.568584752167895,6.527186102158725
Ecuador,Latin America and Caribbean,2020,6.414563592866552,11.422151843602382
Luxembourg,Western Europe,2018,56.105836800764216,9.575189435730639
Congo (Brazzaville),null region,2019,2.0710788704700613,3.03554472824945
Myanmar,Southeastern Asia,2020,6.802958054782938,5.084079187713011
Armenia,Central and Eastern Europe,2018,16.750282746448352,7.33777165122346
Palestinian Territories,null region,2020,9.915294713997202,5.583203315319095
Jordan,null region,2016,28.15374590815333,10.364919846045119
Russia,null region,2018,11.552737044161926,14.454450575555153
El Salvador,null region,2021,11.452489309140322,7.244460215566575
Egypt,null region,2020,10.47072062497142,3.809489068860371
South Sudan,Sub-Saharan Africa,2019,11.139184715070101,5.692783215749949
Mauritius,Sub-Saharan Africa,2017,2.0707885340652,5.5990777154680345
Namibia,Sub-Saharan Africa,2017,11.452140176697343,4.485251161529027
Ivory Coast,Sub-Saharan Africa,2021,16.141749348816393,10.713282937053219
Denmark,Western Europe,2015,68.0868878961277,7.772525073244629
Palestinian Territories,null region,2020,21.018303669325032,2.671290967670262
Tanzania,Sub-Saharan Africa,2019,8.834817835810739,3.2209736495100287
Kazakhstan,Central and Eastern Europe,2015,36.975395471023766,10.305838628272571
El Salvador,null region,2017,29.002170615045156,1.9260722410952003
Guinea,null region,2019,18.499978577216698,0.3803456810696599
Benin,Sub-Saharan Africa,2019,9.24411195138693,2.086538310726217
Greece,null region,2016,19.719553274542836,3.533783521115123
Azerbaijan,Central and Eastern Europe,2016,10.126167413364746,0.7164317690801052
Vietnam,Southeastern Asia,2016,16.842520147225084,4.207366419250808
Costa Rica,Latin America and Caribbean,2021,82.69441583918477,7.11353060193216
Bulgaria,null region,2016,7.401420801438292,2.642382276649268
Trinidad and Tobago,null region,2015,27.82056983518033,6.898038168265335
South Korea,Eastern Asia,2015,20.676464881836967,6.53113026747981
South Korea,Eastern Asia,2015,20.676464881836967,""
Greece,null region,2016,15.106069364842382,4.645131897385784
Turkmenistan,Central and Eastern Europe,2015,3.010666934968275,3.528409227912998
Philippines,null region,2019,15.604347011288361,6.742549795506812
Colombia,Latin America and Caribbean,2021,20.26541386892702,8.631297768114125
Nigeria,null region,2015,9.323771292597923,9.392605211061964
Malaysia,Southeastern Asia,2017,31.837977094009076,7.988947356217965
Mali,Sub-Saharan Africa,2021,7.177370153354651,4.8847012577561575
Saudi Arabia,null region,2016,54.345682972101535,3.8588928540680887
Poland,Central and Eastern Europe,2019,1.0717882073730332,4.916377483707215
Armenia,Central and Eastern Europe,2021,37.24888490321385,8.48308874618266
Portugal,Western Europe,2017,48.02232880233572,6.234431391150491
Jamaica,Latin America and Caribbean,2021,29.831747030369122,8.575705623007561
Senegal,Sub-Saharan Africa,2015,5.6092222040970805,6.147234267212398
Qatar,null region,2016,51.69277216099021,1.8079392251394473
China,Eastern Asia,2020,32.50813491600392,5.0400710113808485
Benin,Sub-Saharan Africa,2018,8.397819172122478,2.261830670353297
Cambodia,Southeastern Asia,2021,2.705593771976282,5.129861073253792
Albania,Central and Eastern Europe,2018,54.13740916361935,1.103988584583859
Tanzania,Sub-Saharan Africa,2017,2.4471140177383366,6.3515304281068365
Brazil,Latin America and Caribbean,2016,26.256771380064517,7.304626116770358
South Korea,Eastern Asia,2020,52.52430883772577,9.86828309150005
Lithuania,null region,2019,35.93456359710676,7.274873250948974
Armenia,Central and Eastern Europe,2019,22.440950426498933,5.562203929131307
Malaysia,Southeastern Asia,2015,42.99838376914764,4.199701610428816
El Salvador,null region,2015,28.30900455938939,7.588329381781984
Albania,Central and Eastern Europe,2015,33.07894142381089,6.185542469397858
Brazil,Latin America and Caribbean,2021,9.858499913466485,5.617015359781998
Russia,null region,2021,53.825296829492316,3.838750902684462
Uzbekistan,Central and Eastern Europe,2019,4.067857935387563,12.169709468007659
Burundi,Sub-Saharan Africa,2016,0.7548075003706878,2.2712983219938367
Afghanistan,null region,2017,8.665018938723717,3.6573823016089557
Latvia,Central and Eastern Europe,2016,41.90703391127164,8.984684106479586
North Macedonia,null region,2019,6.061417752526142,3.5018747423046497
Portugal,Western Europe,2015,28.63844882885314,12.077230360026684
Gabon,Sub-Saharan Africa,2016,51.06770833608332,3.772426647838666
Russia,null region,2015,22.76843548628262,6.827083209093526
Gabon,Sub-Saharan Africa,2019,49.088054950659405,5.290442059927134
Taiwan,Eastern Asia,2015,41.37061831915977,16.314753481503416
Zambia,Sub-Saharan Africa,2020,5.536324037724735,5.212382827546765
Serbia,Central and Eastern Europe,2017,34.91408158740727,8.181207656900545
Albania,Central and Eastern Europe,2019,33.189969638688446,2.026421967159838
Kyrgyzstan,Central and Eastern Europe,2016,6.048227106003793,7.395402377543506
Slovakia,null region,2018,21.142028038567485,4.341825080773636
Greece,null region,2020,20.573171111743015,6.483407377618029
Ukraine,Central and Eastern Europe,2015,3.9550264381899902,9.632202895577207
Turkmenistan,Central and Eastern Europe,2018,29.084003402706184,6.759055087776128
United States,North America,2021,63.697912171998865,9.825000330070933
Yemen,Middle East and Northern Africa,2018,7.692799595626719,1.1429351904092755
Angola,Sub-Saharan Africa,2018,40.192787106332275,0.27667488132523343
Guinea,null region,2016,5.8550057389347705,7.54557487281572
Haiti,Latin America and Caribbean,2019,5.580508670729992,8.588387789190556
Cyprus,Western Europe,2018,16.438416406918343,6.213838644888635
Nigeria,null region,2021,2.561543272915536,7.630880333719142
Morocco,Middle East and Northern Africa,2017,31.601130066853543,2.994252471067857
Turkey,Middle East and Northern Africa,2019,16.54479640931934,6.3529669672452185
Netherlands,Western Europe,2018,47.50205739915826,7.950382044579509
Ireland,Western Europe,2020,40.79469956823825,4.909472005394715
Moldova,Central and Eastern Europe,2018,12.82675674337845,6.4322710373652425
Tunisia,Middle East and Northern Africa,2015,8.735468706628863,1.949813583332917
Russia,null region,2019,24.43133030867167,3.9359371088090676
Vietnam,Southeastern Asia,2017,21.659522267989768,4.035107673024092
Malaysia,Southeastern Asia,2016,15.29208079608797,6.484278759494335
Namibia,Sub-Saharan Africa,2021,22.2849789401937,3.9124877725518883
Ivory Coast,Sub-Saharan Africa,2019,15.688630085781812,6.658046305472889
Nepal,Southern Asia,2015,8.317804139694623,6.2015460667582145
Kuwait,Middle East and Northern Africa,2017,37.573546095731515,7.696247615201456
Kosovo,Central and Eastern Europe,2020,5.4203777228099925,8.757606115320447
Tunisia,Middle East and Northern Africa,2018,20.767738854468764,4.651111817339145
Serbia,Central and Eastern Europe,2018,3.663288272505071,7.714276316912031
Pakistan,Southern Asia,2019,8.33293866431648,6.757976656779662
Macedonia,Central and Eastern Europe,2018,26.950836780127755,5.031099079631831
Ethiopia,null region,2020,16.958080175795477,5.564608868895739
Turkey,Middle East and Northern Africa,2021,27.556502313268783,0.20358797516404656
Panama,Latin America and Caribbean,2017,24.426187961519506,12.716997628225359
Bangladesh,null region,2020,27.311012794190695,2.252178780270939
Slovakia,null region,2021,3.281263492721179,2.920619519233723
Slovenia,Central and Eastern Europe,2019,35.99805193347833,0.17969143204987376
Hong Kong S.A.R. of China,East Asia,2020,58.95819904793811,8.74961046593577
Liberia,null region,2021,6.077152456239029,4.105494806239716
Yemen,Middle East and Northern Africa,2020,7.410162298394922,1.707093437814641
Ghana,Sub-Saharan Africa,2018,7.876401267291775,3.956863500697359
Serbia,Central and Eastern Europe,2018,17.197326221380447,5.8669545469611
Jamaica,Latin America and Caribbean,2015,7.169930063786831,8.728169672344976
Tanzania,Sub-Saharan Africa,2017,7.489686885852492,0.2311756180126824
Dominican Republic,null region,2019,55.18856278276714,6.934238927533042
Mauritius,Sub-Saharan Africa,2020,40.2561214022326,4.22468814549946
Tunisia,Middle East and Northern Africa,2017,36.84893873299539,6.8141623601178996
Zimbabwe,Sub-Saharan Africa,2019,3.747039150896281,4.581154460695065
